timestamp,ozone_pct,temperature_c,pressure_mbar,sample_v,ref_v
2025-12-23 14:10:09.771,0.0,19.0,1022.7,0.24563,0.26944
2025-12-23 14:10:11.765,0.0,19.0,1022.8,0.23851,0.26164
2025-12-23 14:10:13.814,0.0,19.0,1022.5,0.23326,0.25589
2025-12-23 14:10:15.787,0.0,19.0,1022.4,0.23008,0.25242
2025-12-23 14:10:17.723,0.0,19.0,1022.3,0.2292,0.25148
2025-12-23 14:10:19.799,0.0,19.0,1022.5,0.22901,0.25125
2025-12-23 14:10:21.751,0.0,19.0,1022.3,0.23103,0.25345
2025-12-23 14:10:23.731,0.0,19.0,1022.4,0.23554,0.2584
2025-12-23 14:10:25.784,0.0,19.0,1022.8,0.24061,0.26396
2025-12-23 14:10:27.733,0.0,19.0,1022.4,0.2462,0.27007
2025-12-23 14:10:29.732,0.0,19.0,1022.3,0.2521,0.27653
2025-12-23 14:10:31.856,0.0,19.0,1022.9,0.25817,0.28315
2025-12-23 14:10:33.798,0.0,19.0,1022.4,0.26421,0.28978
2025-12-23 14:10:35.857,0.0,19.0,1022.4,0.27016,0.29627
2025-12-23 14:10:37.811,0.0,19.0,1022.5,0.27599,0.30265
2025-12-23 14:10:39.768,0.0,19.0,1022.5,0.28171,0.3089
2025-12-23 14:10:41.728,0.0,19.0,1022.4,0.28742,0.31514
2025-12-23 14:10:43.803,0.0,19.0,1022.7,0.29318,0.32144
2025-12-23 14:10:45.848,0.0,19.0,1022.4,0.29896,0.32774
2025-12-23 14:10:47.754,0.0,19.0,1022.4,0.30472,0.33406
2025-12-23 14:10:49.818,0.0,19.0,1022.5,0.31355,0.3438
2025-12-23 14:10:51.732,0.0,19.0,1022.5,0.31843,0.34917
2025-12-23 14:10:53.728,0.0,19.0,1022.7,0.32384,0.3551
2025-12-23 14:10:55.741,0.0,19.0,1022.4,0.32969,0.36151
2025-12-23 14:10:57.728,0.0,19.0,1022.5,0.33574,0.36812
2025-12-23 14:10:59.735,0.0,19.0,1022.4,0.34139,0.37431
2025-12-23 14:11:01.745,0.0,19.0,1022.4,0.34698,0.38042
2025-12-23 14:11:03.727,0.0,19.0,1022.3,0.35257,0.38653
2025-12-23 14:11:05.731,0.0,19.0,1022.4,0.35841,0.3929
2025-12-23 14:11:07.736,0.0,19.1,1022.7,0.36386,0.39886
2025-12-23 14:11:09.775,0.0,19.1,1022.5,0.36919,0.40469
2025-12-23 14:11:11.788,0.0,19.1,1022.3,0.37446,0.41042
2025-12-23 14:11:13.822,0.0,19.2,1022.3,0.37964,0.4161
2025-12-23 14:11:15.810,0.0,19.2,1022.4,0.3848,0.42171
2025-12-23 14:11:17.729,0.0,19.2,1022.7,0.38992,0.42729
2025-12-23 14:11:19.736,0.0,19.3,1022.5,0.39519,0.43305
2025-12-23 14:11:21.803,0.0,19.3,1022.9,0.40056,0.43889
2025-12-23 14:11:23.839,0.0,19.4,1022.4,0.40576,0.44457
2025-12-23 14:11:25.791,0.0,19.4,1022.5,0.4108,0.45007
2025-12-23 14:11:27.739,0.0,19.4,1022.7,0.41576,0.45547
2025-12-23 14:11:29.807,0.0,19.4,1022.5,0.42058,0.46073
2025-12-23 14:11:31.734,0.0,19.4,1022.4,0.42528,0.46584
2025-12-23 14:11:33.831,0.0,19.5,1022.4,0.42984,0.47081
2025-12-23 14:11:35.719,0.0,19.5,1022.4,0.43426,0.47565
2025-12-23 14:11:37.737,0.0,19.5,1022.4,0.43853,0.4803
2025-12-23 14:11:39.737,0.0,19.5,1022.4,0.44266,0.48479
2025-12-23 14:11:41.905,0.0,19.5,1022.5,0.44665,0.48914
2025-12-23 14:11:43.808,0.0,19.5,1022.5,0.45052,0.49334
2025-12-23 14:11:45.786,0.0,19.5,1022.5,0.45419,0.49733
2025-12-23 14:11:47.835,0.0,19.5,1022.8,0.45776,0.50123
2025-12-23 14:11:49.751,0.0,19.5,1022.4,0.46119,0.50497
2025-12-23 14:11:51.733,0.0,19.5,1022.5,0.46455,0.50862
2025-12-23 14:11:53.736,0.0,19.5,1022.4,0.46781,0.51217
2025-12-23 14:11:55.736,0.0,19.5,1022.5,0.47099,0.51562
2025-12-23 14:11:57.731,0.0,19.5,1022.9,0.4741,0.519
2025-12-23 14:11:59.881,0.0,19.5,1023.7,0.47713,0.5223
2025-12-23 14:12:01.731,0.0,19.5,1023.1,0.4801,0.52553
2025-12-23 14:12:03.740,0.0,19.5,1024.7,0.48305,0.52875
2025-12-23 14:12:05.734,0.0,19.5,1023.3,0.48619,0.53211
2025-12-23 14:12:07.800,0.0,19.5,1022.9,0.48887,0.53503
2025-12-23 14:12:09.856,0.0,19.5,1025.1,0.49147,0.53787
2025-12-23 14:12:11.722,0.0,19.5,1024.5,0.49404,0.54068
2025-12-23 14:12:13.771,0.0,19.5,1025.9,0.49655,0.54342
2025-12-23 14:12:15.730,0.0,19.5,1026.1,0.49902,0.5461
2025-12-23 14:12:17.739,0.0,19.5,1025.9,0.50143,0.54876
2025-12-23 14:12:19.908,0.0,19.5,1026.0,0.50381,0.55135
2025-12-23 14:12:21.739,0.0,19.5,1025.9,0.50613,0.55389
2025-12-23 14:12:23.858,0.0,19.5,1026.0,0.50841,0.55641
2025-12-23 14:12:25.733,0.0,19.5,1024.8,0.51067,0.55885
2025-12-23 14:12:27.733,0.0,19.5,1025.7,0.51288,0.56128
2025-12-23 14:12:29.834,0.0,19.5,1026.3,0.51504,0.56365
2025-12-23 14:12:31.780,0.0,19.5,1025.7,0.51716,0.56599
2025-12-23 14:12:33.747,0.0,19.5,1026.0,0.51927,0.56829
2025-12-23 14:12:35.805,0.0,19.5,1026.3,0.52134,0.57055
2025-12-23 14:12:37.757,0.0,19.5,1026.3,0.52338,0.57278
2025-12-23 14:12:39.825,0.0,19.5,1026.3,0.52537,0.57498
2025-12-23 14:12:41.778,0.0,19.5,1026.3,0.52735,0.57714
2025-12-23 14:12:43.728,0.0,19.5,1026.3,0.52932,0.5793
2025-12-23 14:12:45.735,0.0,19.5,1026.3,0.53128,0.58145
2025-12-23 14:12:47.858,0.0,19.5,1026.1,0.53325,0.58361
2025-12-23 14:12:49.799,0.0,19.5,1026.1,0.53532,0.58588
2025-12-23 14:12:51.813,0.0,19.6,1026.1,0.54201,0.59316
2025-12-23 14:12:53.726,0.0,19.6,1026.3,0.54369,0.59497
2025-12-23 14:12:55.782,0.0,19.6,1026.0,0.5453,0.59674
2025-12-23 14:12:57.842,0.0,19.7,1026.0,0.54685,0.59845
2025-12-23 14:12:59.735,0.0,19.7,1026.0,0.54839,0.60012
2025-12-23 14:13:01.862,0.0,19.7,1026.3,0.54987,0.60173
2025-12-23 14:13:03.734,0.0,19.8,1026.1,0.5513,0.6033
2025-12-23 14:13:05.733,0.0,19.8,1026.1,0.55271,0.60484
