timestamp,ozone_pct,temperature_c,pressure_mbar,sample_v,ref_v
2025-12-16 13:27:41.325,0.1,13.1,1029.2,0.0838,0.09262
2025-12-16 13:27:43.245,0.1,13.1,1029.1,0.08475,0.09366
2025-12-16 13:27:45.194,0.1,13.1,1029.3,0.08611,0.09514
2025-12-16 13:27:47.284,0.1,13.1,1029.1,0.08744,0.09658
2025-12-16 13:27:49.252,0.1,13.2,1029.1,0.08872,0.09798
2025-12-16 13:27:51.309,0.11,13.2,1029.2,0.08993,0.09931
2025-12-16 13:27:53.262,0.11,13.2,1029.6,0.09133,0.10082
2025-12-16 13:27:55.194,0.11,13.2,1029.1,0.09273,0.10234
2025-12-16 13:27:57.284,0.11,13.2,1028.9,0.09435,0.10411
2025-12-16 13:27:59.229,0.11,13.3,1029.1,0.09557,0.10545
2025-12-16 13:28:01.304,0.11,13.3,1029.2,0.09681,0.10681
2025-12-16 13:28:03.195,0.11,13.3,1029.1,0.09806,0.10817
2025-12-16 13:28:05.311,0.11,13.4,1030.7,0.09932,0.10955
2025-12-16 13:28:07.212,0.11,13.4,1030.9,0.10057,0.11084
2025-12-16 13:28:09.216,0.11,13.5,1032.5,0.10182,0.11229
2025-12-16 13:28:11.294,0.11,13.5,1032.3,0.10307,0.11367
2025-12-16 13:28:13.186,0.11,13.5,1032.7,0.10433,0.11503
2025-12-16 13:28:15.303,0.11,13.5,1032.8,0.10557,0.1164
2025-12-16 13:28:17.196,0.11,13.6,1032.5,0.10682,0.11776
2025-12-16 13:28:19.195,0.11,13.6,1032.9,0.10805,0.11912
2025-12-16 13:28:21.262,0.11,13.6,1033.1,0.10927,0.12046
2025-12-16 13:28:23.198,0.11,13.6,1034.4,0.11049,0.1218
2025-12-16 13:28:25.184,0.11,13.6,1034.0,0.1117,0.12312
2025-12-16 13:28:27.247,0.11,13.6,1034.1,0.1129,0.12444
2025-12-16 13:28:29.300,0.11,13.6,1034.5,0.11408,0.12575
2025-12-16 13:28:31.261,0.11,13.6,1034.4,0.11527,0.12705
2025-12-16 13:28:33.312,0.11,13.6,1034.4,0.11644,0.12832
2025-12-16 13:28:35.274,0.11,13.6,1034.4,0.11759,0.12959
2025-12-16 13:28:37.195,0.11,13.6,1034.8,0.11875,0.13086
2025-12-16 13:28:39.205,0.11,13.6,1034.5,0.11989,0.13212
2025-12-16 13:28:41.230,0.11,13.6,1034.9,0.12103,0.13337
2025-12-16 13:28:43.302,0.11,13.6,1034.5,0.12216,0.13461
2025-12-16 13:28:45.252,0.11,13.6,1034.4,0.12329,0.13585
2025-12-16 13:28:47.204,0.11,13.6,1034.4,0.12442,0.13708
2025-12-16 13:28:49.282,0.11,13.6,1033.5,0.12553,0.13831
2025-12-16 13:28:51.220,0.11,13.6,1034.0,0.12665,0.13954
2025-12-16 13:28:53.295,0.11,13.6,1033.3,0.12776,0.14075
