pc_timestamp,esp_timestamp_ms,ozone_wt_pct,temperature_c,pressure_mbar,sample_pdv_v,ref_pdv_v,day,month,year,hour,minute,second
2025-12-08T18:12:35.404860,114503,0.22,25.3,1017.9,0.4874,0.44591,8,12,25,22,59,21
2025-12-08T18:12:45.461639,124503,0.22,25.3,1017.9,0.5235,0.47927,8,12,25,22,59,31
2025-12-08T18:12:55.447568,134503,0.23,25.3,1017.9,0.5379,0.49267,8,12,25,22,59,41
2025-12-08T18:13:05.423427,144503,0.22,25.3,1018.0,0.55041,0.50369,8,12,25,22,59,51
2025-12-08T18:13:15.405612,154503,0.22,25.3,1017.9,0.59201,0.54168,8,12,25,23,0,1
2025-12-08T18:13:25.423373,164503,0.22,25.3,1017.9,0.6397,0.58532,8,12,25,23,0,11
2025-12-08T18:13:35.488606,174513,0.22,25.3,1020.1,0.68804,0.62962,8,12,25,23,0,21
2025-12-08T18:13:45.482730,184513,0.22,25.4,1020.4,0.7354,0.67308,8,12,25,23,0,31
2025-12-08T18:13:55.446672,194513,0.22,25.6,1019.3,0.78074,0.71469,8,12,25,23,0,41
2025-12-08T18:14:05.426540,204513,0.22,25.7,1020.0,0.82185,0.75245,8,12,25,23,0,51
2025-12-08T18:14:15.446978,214513,0.22,25.8,1020.3,0.85729,0.78506,8,12,25,23,1,1
2025-12-08T18:14:25.451066,224513,0.23,25.8,1020.1,0.88636,0.81186,8,12,25,23,1,11
2025-12-08T18:14:35.487445,234513,0.23,25.8,1020.5,0.90894,0.83272,8,12,25,23,1,21
2025-12-08T18:14:45.433078,244513,0.23,25.8,1021.2,0.92627,0.84876,8,12,25,23,1,31
2025-12-08T18:14:55.427457,254513,0.23,25.8,1020.9,0.94079,0.86209,8,12,25,23,1,41
2025-12-08T18:15:05.423268,264513,0.23,25.8,1020.5,0.95146,0.87181,8,12,25,23,1,51
2025-12-08T18:15:15.423522,274514,0.23,25.8,1020.9,0.96135,0.88075,8,12,25,23,2,1
2025-12-08T18:15:25.430677,284513,0.23,25.8,1020.8,0.97146,0.88989,8,12,25,23,2,11
