timestamp,o3_pct,temp_c,pressure_mbar,sample_v,ref_v
2026-01-03 14:44:37.533,0.0,25.4,1009.1,0.80622,0.88257
2026-01-03 14:44:39.501,0.0,25.4,1009.2,0.80647,0.88284
2026-01-03 14:44:41.545,0.0,25.5,1009.3,0.80673,0.88311
2026-01-03 14:44:43.521,0.0,25.5,1009.1,0.80698,0.88342
2026-01-03 14:44:45.558,0.0,25.5,1009.2,0.80725,0.8837
2026-01-03 14:44:47.575,0.0,25.5,1009.2,0.8075,0.88398
2026-01-03 14:44:49.556,0.0,25.5,1009.1,0.80776,0.88427
2026-01-03 14:44:51.531,0.0,25.6,1010.1,0.80803,0.88455
2026-01-03 14:44:53.536,0.0,25.6,1010.0,0.80829,0.88481
2026-01-03 14:44:55.449,0.0,25.6,1010.5,0.80855,0.88513
2026-01-03 14:44:57.589,0.0,25.6,1010.5,0.80879,0.8854
2026-01-03 14:44:59.543,0.0,25.6,1010.5,0.80905,0.88569
2026-01-03 14:45:01.556,0.0,25.7,1010.7,0.80931,0.88597
2026-01-03 14:45:03.523,0.0,25.7,1010.9,0.80958,0.88627
2026-01-03 14:45:05.553,0.0,25.7,1011.3,0.80983,0.88654
2026-01-03 14:45:07.536,0.0,25.7,1011.3,0.81007,0.88683
2026-01-03 14:45:09.527,0.0,25.8,1011.7,0.81033,0.88711
2026-01-03 14:45:11.539,0.0,25.7,1012.0,0.81058,0.8874
2026-01-03 14:45:13.539,0.0,25.8,1012.1,0.81084,0.88768
2026-01-03 14:45:15.543,0.0,25.8,1012.4,0.8111,0.88798
2026-01-03 14:45:17.539,0.0,25.8,1012.1,0.81136,0.88825
2026-01-03 14:45:19.546,0.0,25.8,1012.9,0.8116,0.88852
2026-01-03 14:45:21.540,0.0,25.8,1012.9,0.81186,0.88882
2026-01-03 14:45:23.533,0.0,25.8,1012.9,0.81213,0.8891
2026-01-03 14:45:25.557,0.0,25.8,1013.2,0.81238,0.88938
2026-01-03 14:45:27.523,0.0,25.8,1013.3,0.81264,0.88965
2026-01-03 14:45:29.559,0.0,25.8,1013.3,0.81289,0.88994
2026-01-03 14:45:31.555,0.0,25.8,1013.2,0.81314,0.89022
2026-01-03 14:45:33.540,0.0,25.8,1013.1,0.81339,0.8905
2026-01-03 14:45:35.541,0.0,25.8,1013.3,0.81364,0.89077
