timestamp,o3_pct,temp_c,pressure_mbar,sample_v,ref_v
2026-01-03 14:45:37.557,0.0,25.8,1013.3,0.81389,0.89106
2026-01-03 14:45:39.580,0.0,25.8,1013.2,0.81414,0.89133
2026-01-03 14:45:41.549,0.0,25.8,1013.2,0.8144,0.89162
2026-01-03 14:45:43.545,0.0,25.8,1013.3,0.81465,0.89189
2026-01-03 14:45:45.542,0.0,25.8,1013.5,0.81488,0.89217
2026-01-03 14:45:47.551,0.0,25.8,1013.2,0.81514,0.89243
2026-01-03 14:45:49.543,0.0,25.8,1013.5,0.81539,0.89272
2026-01-03 14:45:51.545,0.0,25.8,1013.2,0.81564,0.89299
2026-01-03 14:45:53.538,0.0,25.8,1013.2,0.81589,0.89326
2026-01-03 14:45:55.607,0.0,25.8,1013.3,0.81613,0.89351
2026-01-03 14:45:57.562,0.0,25.8,1013.3,0.81639,0.8938
2026-01-03 14:45:59.544,0.0,25.8,1013.2,0.81662,0.89407
2026-01-03 14:46:01.559,0.0,25.8,1013.2,0.81687,0.89435
2026-01-03 14:46:03.559,0.0,25.8,1013.3,0.81712,0.8946
2026-01-03 14:46:05.555,0.0,25.8,1013.2,0.81735,0.89489
2026-01-03 14:46:07.577,0.0,25.8,1013.2,0.81759,0.89516
2026-01-03 14:46:09.559,0.0,25.8,1013.1,0.81785,0.89541
2026-01-03 14:46:11.523,0.0,25.8,1013.3,0.81809,0.89568
2026-01-03 14:46:13.560,0.0,25.8,1013.5,0.81832,0.89596
2026-01-03 14:46:15.545,0.0,25.8,1013.5,0.81857,0.89623
2026-01-03 14:46:17.551,0.0,25.8,1013.5,0.81881,0.89651
2026-01-03 14:46:19.549,0.0,25.8,1013.5,0.81904,0.89675
2026-01-03 14:46:21.550,0.0,25.8,1013.2,0.81929,0.89702
2026-01-03 14:46:23.546,0.0,25.8,1013.1,0.81954,0.89729
2026-01-03 14:46:25.547,0.0,25.8,1013.5,0.81977,0.89755
2026-01-03 14:46:27.542,0.0,25.8,1013.5,0.82001,0.89782
2026-01-03 14:46:29.578,0.0,25.8,1013.2,0.82026,0.89808
2026-01-03 14:46:31.546,0.0,25.8,1013.2,0.82049,0.89834
2026-01-03 14:46:33.561,0.0,25.8,1013.5,0.82073,0.89859
2026-01-03 14:46:35.557,0.0,25.8,1013.5,0.82096,0.89887
2026-01-03 14:46:37.561,0.0,25.8,1013.5,0.82119,0.89913
2026-01-03 14:46:39.547,0.0,25.8,1013.5,0.82144,0.8994
2026-01-03 14:46:41.544,0.0,25.8,1013.3,0.82167,0.89965
2026-01-03 14:46:43.546,0.0,25.8,1013.3,0.82189,0.89991
2026-01-03 14:46:45.545,0.0,25.8,1013.5,0.82213,0.90016
2026-01-03 14:46:47.547,0.0,25.8,1013.5,0.82237,0.90042
2026-01-03 14:46:49.549,0.0,25.8,1013.5,0.8226,0.90068
2026-01-03 14:46:51.462,0.0,25.8,1013.5,0.82284,0.90094
2026-01-03 14:46:53.554,0.0,25.8,1013.2,0.82306,0.9012
2026-01-03 14:46:55.456,0.0,25.8,1013.5,0.8233,0.90146
2026-01-03 14:46:57.551,0.0,25.8,1013.5,0.82355,0.90171
2026-01-03 14:46:59.562,0.0,25.8,1013.3,0.82377,0.90198
2026-01-03 14:47:01.545,0.0,25.8,1013.5,0.824,0.90223
2026-01-03 14:47:03.552,0.0,25.8,1013.5,0.82423,0.9025
2026-01-03 14:47:05.541,0.0,25.8,1013.3,0.82445,0.90274
2026-01-03 14:47:07.547,0.0,25.8,1013.5,0.8247,0.90299
2026-01-03 14:47:09.563,0.0,25.8,1013.3,0.82492,0.90325
2026-01-03 14:47:11.580,0.0,25.8,1013.3,0.82514,0.9035
2026-01-03 14:47:13.559,0.0,25.8,1013.5,0.82536,0.90375
2026-01-03 14:47:15.571,0.0,25.8,1013.3,0.82559,0.90401
2026-01-03 14:47:17.531,0.0,25.8,1013.5,0.82584,0.90426
2026-01-03 14:47:19.511,0.0,25.8,1013.5,0.82605,0.90451
2026-01-03 14:47:21.564,0.0,25.8,1013.5,0.82629,0.90477
2026-01-03 14:47:23.533,0.0,25.8,1013.5,0.8265,0.90501
2026-01-03 14:47:25.547,0.0,25.8,1013.3,0.82673,0.90527
2026-01-03 14:47:27.551,0.0,25.8,1013.2,0.82696,0.90551
2026-01-03 14:47:29.565,0.0,25.8,1013.6,0.82719,0.90576
2026-01-03 14:47:31.554,0.0,25.8,1013.5,0.82742,0.90601
2026-01-03 14:47:33.532,0.0,25.8,1013.5,0.82764,0.90626
2026-01-03 14:47:35.548,0.0,25.8,1013.5,0.82787,0.90651
2026-01-03 14:47:37.531,0.0,25.8,1013.5,0.8281,0.90674
2026-01-03 14:47:39.558,0.0,25.8,1013.3,0.82831,0.907
2026-01-03 14:47:41.548,0.0,25.8,1013.2,0.82853,0.90725
2026-01-03 14:47:43.534,0.0,25.8,1013.3,0.82876,0.9075
2026-01-03 14:47:45.565,0.0,25.8,1013.3,0.82897,0.90773
2026-01-03 14:47:47.538,0.0,25.8,1013.3,0.8292,0.90799
2026-01-03 14:47:49.548,0.0,25.8,1013.3,0.82943,0.90824
2026-01-03 14:47:51.559,0.0,25.8,1013.2,0.82964,0.90847
2026-01-03 14:47:53.565,0.0,25.8,1013.1,0.82987,0.90872
2026-01-03 14:47:55.575,0.0,25.9,1013.2,0.83008,0.90896
2026-01-03 14:47:57.551,0.0,25.8,1013.2,0.83032,0.90921
2026-01-03 14:47:59.553,0.0,25.9,1013.3,0.83052,0.90946
2026-01-03 14:48:01.529,0.0,25.8,1013.3,0.83075,0.90969
2026-01-03 14:48:03.540,0.0,25.9,1013.3,0.83098,0.90995
2026-01-03 14:48:05.559,0.0,25.8,1013.2,0.83119,0.91019
2026-01-03 14:48:07.548,0.0,25.9,1012.9,0.8314,0.91043
2026-01-03 14:48:09.533,0.0,25.9,1012.8,0.83162,0.91067
2026-01-03 14:48:11.579,0.0,25.9,1012.8,0.83185,0.91091
2026-01-03 14:48:13.552,0.0,25.9,1012.9,0.83206,0.91116
2026-01-03 14:48:15.556,0.0,25.9,1012.8,0.83227,0.9114
2026-01-03 14:48:17.555,0.0,26.0,1012.7,0.83251,0.91165
2026-01-03 14:48:19.537,0.0,25.9,1012.9,0.83272,0.91189
2026-01-03 14:48:21.539,0.0,25.9,1013.1,0.83293,0.91212
2026-01-03 14:48:23.558,0.0,26.0,1012.8,0.83315,0.91237
2026-01-03 14:48:25.550,0.0,26.1,1012.5,0.83336,0.91259
2026-01-03 14:48:27.546,0.0,26.0,1012.7,0.83358,0.91285
2026-01-03 14:48:29.530,0.0,26.1,1012.8,0.8338,0.91309
2026-01-03 14:48:31.556,0.0,26.1,1013.1,0.83402,0.91332
2026-01-03 14:48:33.534,0.0,26.0,1012.5,0.83422,0.91355
2026-01-03 14:48:35.551,0.0,26.1,1012.5,0.83445,0.91379
2026-01-03 14:48:37.556,0.0,26.1,1012.9,0.83465,0.91402
2026-01-03 14:48:39.548,0.0,26.2,1013.1,0.83486,0.91426
2026-01-03 14:48:41.553,0.0,26.2,1013.1,0.83507,0.91448
2026-01-03 14:48:43.611,0.0,26.2,1012.8,0.83529,0.91473
2026-01-03 14:48:45.550,0.0,26.1,1013.1,0.8355,0.91496
2026-01-03 14:48:47.550,0.0,26.1,1013.2,0.83572,0.9152
2026-01-03 14:48:49.534,0.0,26.2,1013.1,0.83594,0.91545
2026-01-03 14:48:51.535,0.0,26.2,1013.1,0.83616,0.91568
2026-01-03 14:48:53.568,0.0,26.2,1013.6,0.83638,0.91592
2026-01-03 14:48:55.614,0.0,26.2,1013.5,0.83658,0.91615
2026-01-03 14:48:57.545,0.0,26.2,1013.3,0.83679,0.91639
2026-01-03 14:48:59.538,0.0,26.2,1013.5,0.83701,0.91662
2026-01-03 14:49:01.562,0.0,26.3,1013.5,0.8372,0.91685
2026-01-03 14:49:03.553,0.0,26.3,1013.5,0.83743,0.91708
2026-01-03 14:49:05.547,0.0,26.3,1013.3,0.83763,0.91732
2026-01-03 14:49:07.559,0.0,26.3,1013.5,0.83785,0.91755
2026-01-03 14:49:09.536,0.0,26.3,1013.5,0.83806,0.9178
2026-01-03 14:49:11.554,0.0,26.3,1013.3,0.83827,0.91802
2026-01-03 14:49:13.558,0.0,26.3,1013.5,0.83847,0.91825
2026-01-03 14:49:15.519,0.0,26.3,1013.5,0.83869,0.91848
2026-01-03 14:49:17.547,0.0,26.3,1013.3,0.8389,0.91872
2026-01-03 14:49:19.549,0.0,26.3,1013.5,0.8391,0.91894
2026-01-03 14:49:21.535,0.0,26.3,1013.3,0.83931,0.91918
2026-01-03 14:49:23.552,0.0,26.3,1013.5,0.83952,0.91941
2026-01-03 14:49:25.550,0.05,26.3,1013.5,0.83972,0.90695
2026-01-03 14:49:27.553,0.29,26.3,1013.3,0.83994,0.8456
2026-01-03 14:49:29.554,1.04,26.3,1013.3,0.84014,0.67819
2026-01-03 14:49:31.552,2.09,26.3,1013.5,0.84035,0.49746
2026-01-03 14:49:33.553,1.9,26.3,1013.3,0.84055,0.52572
2026-01-03 14:49:35.553,1.84,26.3,1013.3,0.84076,0.5357
2026-01-03 14:49:37.553,0.77,26.3,1013.5,0.84097,0.73416
2026-01-03 14:49:39.553,0.15,26.3,1013.3,0.84118,0.88052
2026-01-03 14:49:41.547,0.0,26.3,1013.3,0.84138,0.92111
2026-01-03 14:49:43.538,0.0,26.3,1013.5,0.84159,0.9215
2026-01-03 14:49:45.518,0.0,26.3,1013.5,0.84179,0.92177
2026-01-03 14:49:47.537,0.0,26.3,1013.5,0.84201,0.92203
2026-01-03 14:49:49.521,0.0,26.3,1013.5,0.84221,0.92228
2026-01-03 14:49:51.508,0.0,26.3,1013.3,0.84241,0.92231
2026-01-03 14:49:53.539,0.1,26.3,1013.2,0.84261,0.89574
2026-01-03 14:49:55.588,0.03,26.3,1013.3,0.84283,0.91515
2026-01-03 14:49:57.533,0.01,26.3,1013.3,0.84303,0.92023
2026-01-03 14:49:59.548,0.01,26.3,1013.5,0.84324,0.92158
2026-01-03 14:50:01.546,0.01,26.3,1013.3,0.84344,0.92208
2026-01-03 14:50:03.542,0.01,26.3,1013.3,0.84363,0.92237
2026-01-03 14:50:05.538,0.01,26.3,1013.3,0.84384,0.92261
2026-01-03 14:50:07.544,0.01,26.3,1013.3,0.84404,0.92282
2026-01-03 14:50:09.539,0.01,26.3,1013.3,0.84424,0.92129
2026-01-03 14:50:11.543,0.07,26.3,1013.3,0.84445,0.90546
2026-01-03 14:50:13.526,0.1,26.3,1013.3,0.84466,0.8988
2026-01-03 14:50:15.521,0.13,26.3,1013.5,0.84486,0.88981
2026-01-03 14:50:17.542,0.13,26.3,1013.5,0.84505,0.8906
2026-01-03 14:50:19.545,0.15,26.3,1013.2,0.84528,0.88649
2026-01-03 14:50:21.538,0.17,26.3,1013.5,0.84546,0.88179
2026-01-03 14:50:23.524,0.18,26.3,1013.5,0.84567,0.87908
2026-01-03 14:50:25.564,0.19,26.3,1013.5,0.84587,0.87637
2026-01-03 14:50:27.523,0.17,26.3,1013.5,0.84608,0.88063
2026-01-03 14:50:29.524,0.16,26.3,1013.3,0.84627,0.88452
2026-01-03 14:50:31.530,0.15,26.3,1013.5,0.84646,0.88714
2026-01-03 14:50:33.539,0.15,26.3,1013.5,0.84668,0.88702
2026-01-03 14:50:35.522,0.16,26.3,1013.3,0.84687,0.88634
2026-01-03 14:50:37.525,0.16,26.3,1013.3,0.84707,0.88589
2026-01-03 14:50:39.521,0.16,26.3,1013.5,0.84728,0.88638
2026-01-03 14:50:41.539,0.16,26.3,1013.3,0.84747,0.88661
2026-01-03 14:50:43.553,0.15,26.3,1013.5,0.84767,0.8876
2026-01-03 14:50:45.540,0.15,26.3,1013.5,0.84788,0.88898
2026-01-03 14:50:47.541,0.15,26.3,1013.5,0.84807,0.89017
2026-01-03 14:50:49.540,0.15,26.3,1013.3,0.84826,0.89028
2026-01-03 14:50:51.527,0.14,26.3,1013.2,0.84847,0.89102
2026-01-03 14:50:53.540,0.14,26.3,1013.3,0.84867,0.89141
2026-01-03 14:50:55.591,0.14,26.3,1013.2,0.84887,0.892
2026-01-03 14:50:57.546,0.14,26.3,1013.5,0.84907,0.8927
2026-01-03 14:50:59.574,0.14,26.3,1013.3,0.84927,0.89372
2026-01-03 14:51:01.548,0.14,26.3,1013.2,0.84946,0.89426
2026-01-03 14:51:03.558,0.13,26.3,1013.3,0.84967,0.89487
2026-01-03 14:51:05.553,0.13,26.3,1013.3,0.84987,0.89549
2026-01-03 14:51:07.541,0.13,26.3,1013.5,0.85006,0.89641
2026-01-03 14:51:09.560,0.13,26.3,1013.3,0.85025,0.89687
2026-01-03 14:51:11.530,0.13,26.3,1013.2,0.85044,0.89744
2026-01-03 14:51:13.478,0.13,26.3,1013.3,0.85065,0.89797
2026-01-03 14:51:15.561,0.13,26.3,1013.3,0.85084,0.89835
2026-01-03 14:51:17.541,0.12,26.3,1013.2,0.85104,0.89933
2026-01-03 14:51:19.546,0.12,26.3,1013.3,0.85124,0.90002
2026-01-03 14:51:21.529,0.12,26.3,1013.3,0.85144,0.90072
2026-01-03 14:51:23.560,0.12,26.3,1013.5,0.85163,0.9014
2026-01-03 14:51:25.543,0.0,26.3,1013.5,0.85183,0.93293
2026-01-03 14:51:27.561,0.0,26.3,1013.5,0.85202,0.93318
2026-01-03 14:51:29.573,0.0,26.3,1013.5,0.85222,0.93339
2026-01-03 14:51:31.576,0.0,26.3,1013.5,0.8524,0.93361
2026-01-03 14:51:33.562,0.0,26.3,1013.3,0.85261,0.93385
2026-01-03 14:51:35.546,0.0,26.3,1013.3,0.85281,0.93406
2026-01-03 14:51:37.573,0.0,26.3,1013.5,0.853,0.93427
2026-01-03 14:51:39.549,0.0,26.3,1013.3,0.85319,0.93449
2026-01-03 14:51:41.543,0.0,26.3,1013.3,0.85339,0.9347
2026-01-03 14:51:43.676,0.0,26.3,1013.5,0.85358,0.93492
2026-01-03 14:51:45.577,0.0,26.3,1013.5,0.85378,0.93515
2026-01-03 14:51:47.561,0.0,26.3,1013.5,0.85396,0.93535
2026-01-03 14:51:49.567,0.07,26.3,1013.3,0.85416,0.91716
2026-01-03 14:51:51.559,1.8,26.3,1013.5,0.85434,0.55068
2026-01-03 14:51:53.549,1.94,26.3,1013.3,0.85454,0.52911
2026-01-03 14:51:55.611,1.91,26.3,1013.5,0.85474,0.53324
2026-01-03 14:51:57.549,1.9,26.3,1013.5,0.85492,0.5355
2026-01-03 14:51:59.548,1.9,26.3,1013.5,0.85512,0.53464
2026-01-03 14:52:01.563,1.91,26.3,1013.3,0.85532,0.53387
2026-01-03 14:52:03.527,1.89,26.3,1013.3,0.85551,0.5373
2026-01-03 14:52:05.553,1.87,26.3,1013.5,0.85569,0.54043
2026-01-03 14:52:07.516,1.88,26.3,1013.5,0.8559,0.53961
2026-01-03 14:52:09.563,1.86,26.3,1013.5,0.85607,0.54177
2026-01-03 14:52:11.550,1.86,26.3,1013.5,0.85627,0.54228
2026-01-03 14:52:13.562,1.87,26.3,1014.1,0.85646,0.54011
2026-01-03 14:52:15.556,1.86,26.3,1013.9,0.85666,0.54196
2026-01-03 14:52:17.551,1.85,26.3,1013.5,0.85684,0.54443
2026-01-03 14:52:19.528,1.84,26.3,1013.7,0.85704,0.54615
2026-01-03 14:52:21.563,1.84,26.4,1013.6,0.8572,0.54613
2026-01-03 14:52:23.551,1.84,26.4,1013.9,0.85742,0.54708
2026-01-03 14:52:25.546,1.84,26.4,1013.7,0.85761,0.547
2026-01-03 14:52:27.551,1.85,26.4,1013.7,0.8578,0.54476
2026-01-03 14:52:29.535,1.84,26.4,1013.7,0.85799,0.54751
2026-01-03 14:52:31.550,1.82,26.4,1015.3,0.85817,0.55035
2026-01-03 14:52:33.570,1.82,26.4,1015.2,0.85835,0.55029
2026-01-03 14:52:35.536,1.81,26.4,1014.3,0.85854,0.55137
2026-01-03 14:52:37.564,1.81,26.4,1014.7,0.85873,0.55167
2026-01-03 14:52:39.543,0.81,26.4,1016.0,0.85892,0.7418
2026-01-03 14:52:41.530,0.18,26.5,1015.9,0.85913,0.89324
2026-01-03 14:52:43.544,0.15,26.5,1015.7,0.85932,0.90043
2026-01-03 14:52:45.567,1.62,26.5,1015.9,0.85948,0.58364
2026-01-03 14:52:47.552,1.1,26.5,1016.1,0.85968,0.67989
2026-01-03 14:52:49.546,0.34,26.5,1016.0,0.85988,0.85166
2026-01-03 14:52:51.535,0.06,26.5,1016.1,0.86006,0.92697
2026-01-03 14:52:53.544,0.0,26.5,1016.3,0.86026,0.94191
2026-01-03 14:52:55.597,0.0,26.6,1016.3,0.86043,0.9422
2026-01-03 14:52:57.552,0.0,26.6,1016.1,0.86062,0.94242
2026-01-03 14:52:59.576,0.0,26.6,1015.7,0.86082,0.94269
2026-01-03 14:53:01.567,0.0,26.6,1016.1,0.86099,0.94291
2026-01-03 14:53:03.544,0.0,26.6,1015.2,0.86118,0.94312
2026-01-03 14:53:05.552,0.0,26.6,1016.1,0.86136,0.94334
2026-01-03 14:53:07.533,0.0,26.6,1016.1,0.86156,0.94357
2026-01-03 14:53:09.547,0.0,26.7,1015.9,0.86174,0.94378
2026-01-03 14:53:11.545,0.03,26.7,1015.7,0.86192,0.93712
2026-01-03 14:53:13.538,2.32,26.7,1015.7,0.86208,0.47666
2026-01-03 14:53:15.568,1.77,26.7,1015.5,0.86229,0.56058
2026-01-03 14:53:17.548,1.79,26.7,1015.7,0.86246,0.55676
2026-01-03 14:53:19.545,1.81,26.7,1016.3,0.86265,0.55435
2026-01-03 14:53:21.531,1.8,26.7,1015.6,0.86283,0.55676
2026-01-03 14:53:23.550,1.78,26.7,1016.3,0.863,0.55965
2026-01-03 14:53:25.549,1.77,26.7,1016.0,0.86319,0.56058
2026-01-03 14:53:27.563,1.78,26.7,1015.9,0.86338,0.56045
2026-01-03 14:53:29.548,1.77,26.8,1016.0,0.86356,0.56186
2026-01-03 14:53:31.551,1.77,26.8,1015.9,0.86373,0.56132
2026-01-03 14:53:33.551,1.79,26.8,1015.9,0.86392,0.55769
2026-01-03 14:53:35.532,1.8,26.8,1016.3,0.8641,0.55726
2026-01-03 14:53:37.564,1.76,26.8,1016.1,0.86428,0.56378
2026-01-03 14:53:39.533,1.76,26.8,1016.0,0.86446,0.56372
2026-01-03 14:53:41.571,1.75,26.8,1015.9,0.86464,0.5653
2026-01-03 14:53:43.549,1.75,26.8,1016.3,0.86481,0.56576
2026-01-03 14:53:45.556,1.76,26.8,1016.1,0.86499,0.56437
2026-01-03 14:53:47.535,1.76,26.8,1015.7,0.86518,0.56473
2026-01-03 14:53:49.566,1.75,26.8,1015.3,0.86535,0.56681
2026-01-03 14:53:51.546,1.74,26.8,1015.9,0.86554,0.56851
2026-01-03 14:53:53.536,1.74,26.8,1015.6,0.8657,0.56818
2026-01-03 14:53:55.585,1.73,26.8,1015.9,0.86588,0.56929
2026-01-03 14:53:57.550,1.74,26.8,1015.6,0.86606,0.56882
2026-01-03 14:53:59.575,1.75,26.8,1015.3,0.86624,0.56597
2026-01-03 14:54:01.534,1.74,26.8,1015.9,0.86641,0.56912
2026-01-03 14:54:03.572,1.72,26.8,1015.7,0.86659,0.5711
2026-01-03 14:54:05.535,1.73,26.8,1015.6,0.86677,0.57092
2026-01-03 14:54:07.554,1.73,26.8,1015.5,0.86695,0.57134
2026-01-03 14:54:09.549,1.75,26.8,1015.7,0.86713,0.56691
2026-01-03 14:54:11.567,1.73,26.8,1015.9,0.8673,0.57148
2026-01-03 14:54:13.563,1.73,26.8,1016.1,0.86748,0.57141
2026-01-03 14:54:15.547,1.71,26.8,1015.9,0.86765,0.57364
2026-01-03 14:54:17.538,1.7,26.8,1015.7,0.86782,0.5753
2026-01-03 14:54:19.535,1.72,26.8,1015.6,0.86799,0.57365
2026-01-03 14:54:21.546,1.7,26.8,1015.9,0.86817,0.57592
2026-01-03 14:54:23.552,1.7,26.8,1015.9,0.86833,0.57565
2026-01-03 14:54:25.553,1.72,26.8,1016.0,0.86851,0.57312
2026-01-03 14:54:27.523,1.71,26.8,1015.7,0.86869,0.57515
2026-01-03 14:54:29.573,1.69,26.8,1016.0,0.86885,0.57779
2026-01-03 14:54:31.565,1.69,26.8,1015.6,0.86903,0.57792
2026-01-03 14:54:33.546,1.69,26.8,1015.9,0.8692,0.57829
2026-01-03 14:54:35.556,1.69,26.8,1015.6,0.86936,0.57904
2026-01-03 14:54:37.537,1.69,26.8,1015.7,0.86954,0.57818
2026-01-03 14:54:39.541,1.71,26.8,1015.7,0.86969,0.57607
2026-01-03 14:54:41.540,1.7,26.8,1015.3,0.86987,0.57829
2026-01-03 14:54:43.569,1.68,26.8,1015.1,0.87003,0.58106
2026-01-03 14:54:45.554,1.69,26.8,1014.5,0.8702,0.57961
2026-01-03 14:54:47.541,1.68,26.8,1015.3,0.87037,0.58082
2026-01-03 14:54:49.532,1.68,26.8,1014.5,0.87053,0.58087
2026-01-03 14:54:51.538,0.01,26.8,1015.5,0.87071,0.95222
2026-01-03 14:54:53.550,0.0,26.8,1014.3,0.87088,0.95335
2026-01-03 14:54:55.603,0.0,26.8,1014.8,0.87104,0.95373
2026-01-03 14:54:57.555,0.0,26.8,1015.9,0.8712,0.95393
2026-01-03 14:54:59.587,0.0,26.8,1015.1,0.87135,0.95418
2026-01-03 14:55:01.554,0.0,26.8,1014.5,0.87152,0.95438
2026-01-03 14:55:03.555,0.0,26.8,1014.4,0.87166,0.9546
2026-01-03 14:55:05.556,0.0,26.8,1014.4,0.87182,0.95477
2026-01-03 14:55:07.542,0.0,26.8,1013.7,0.87198,0.95496
2026-01-03 14:55:09.560,0.0,26.8,1015.5,0.87213,0.95517
2026-01-03 14:55:11.544,0.0,26.8,1013.7,0.87229,0.95533
2026-01-03 14:55:13.554,0.0,26.8,1013.6,0.87243,0.9555
2026-01-03 14:55:15.543,0.0,26.8,1013.6,0.87259,0.9557
2026-01-03 14:55:17.523,0.0,26.8,1013.3,0.87274,0.95587
2026-01-03 14:55:19.556,0.0,26.8,1013.3,0.87289,0.95604
2026-01-03 14:55:21.544,0.0,26.8,1013.5,0.87304,0.95621
2026-01-03 14:55:23.540,0.0,26.8,1013.3,0.87318,0.95638
2026-01-03 14:55:25.553,0.0,26.8,1013.5,0.87333,0.95654
2026-01-03 14:55:27.550,0.0,26.8,1013.3,0.87347,0.9567
2026-01-03 14:55:29.557,0.0,26.8,1013.5,0.87362,0.95689
2026-01-03 14:55:31.613,0.0,26.8,1013.5,0.87377,0.95705
2026-01-03 14:55:33.534,0.0,26.8,1013.5,0.87392,0.95722
2026-01-03 14:55:35.552,0.0,26.8,1013.3,0.87409,0.9574
2026-01-03 14:55:37.539,0.0,26.8,1013.3,0.87425,0.95759
2026-01-03 14:55:39.574,0.0,26.8,1013.5,0.87442,0.95777
2026-01-03 14:55:41.559,0.0,26.8,1013.5,0.87458,0.95795
2026-01-03 14:55:43.623,0.0,26.8,1013.5,0.87475,0.95814
2026-01-03 14:55:45.551,0.0,26.8,1013.5,0.87491,0.95835
2026-01-03 14:55:47.545,0.0,26.8,1013.5,0.87508,0.95853
2026-01-03 14:55:53.124,0.0,26.8,1013.7,0.87525,0.95869
2026-01-03 14:55:53.124,0.0,26.8,1013.9,0.87541,0.95889
2026-01-03 14:55:53.560,0.0,26.8,1013.9,0.87558,0.95908
2026-01-03 14:55:55.609,0.0,26.8,1014.5,0.87575,0.95928
2026-01-03 14:55:57.558,0.0,26.8,1014.7,0.87591,0.95946
2026-01-03 14:55:59.564,0.0,26.8,1014.9,0.87609,0.95965
2026-01-03 14:56:01.540,0.0,26.8,1014.7,0.87625,0.95984
2026-01-03 14:56:03.523,0.0,26.8,1014.7,0.87643,0.96004
2026-01-03 14:56:05.593,0.0,26.8,1015.3,0.8766,0.96022
2026-01-03 14:56:07.543,0.0,26.8,1015.5,0.87677,0.96041
2026-01-03 14:56:09.542,0.0,26.8,1015.5,0.87694,0.9606
2026-01-03 14:56:11.574,0.0,26.8,1015.3,0.87711,0.96078
2026-01-03 14:56:13.559,0.0,26.8,1015.2,0.87728,0.96096
2026-01-03 14:56:15.556,0.0,26.8,1015.7,0.87744,0.96117
2026-01-03 14:56:17.557,0.0,26.8,1015.9,0.8776,0.96134
2026-01-03 14:56:19.494,0.0,26.8,1016.1,0.87778,0.96154
2026-01-03 14:56:21.559,0.0,26.8,1015.9,0.87795,0.96173
2026-01-03 14:56:23.545,0.0,26.8,1016.1,0.87812,0.96191
2026-01-03 14:56:25.601,0.0,26.8,1015.7,0.87829,0.9621
2026-01-03 14:56:27.565,0.0,26.8,1016.1,0.87846,0.96229
2026-01-03 14:56:29.552,0.0,26.8,1015.9,0.87863,0.96248
2026-01-03 14:56:31.569,0.0,26.8,1016.1,0.87878,0.96267
2026-01-03 14:56:33.558,0.0,26.8,1016.0,0.87896,0.96285
2026-01-03 14:56:35.582,0.0,26.8,1016.0,0.87911,0.96304
2026-01-03 14:56:37.583,0.0,26.8,1016.1,0.8793,0.96323
2026-01-03 14:56:39.571,0.0,26.8,1016.0,0.87945,0.96341
2026-01-03 14:56:41.539,0.0,26.8,1016.0,0.87961,0.9636
2026-01-03 14:56:43.616,0.0,26.8,1015.9,0.87978,0.96377
2026-01-03 14:56:45.555,0.0,26.8,1015.9,0.87995,0.96397
2026-01-03 14:56:47.575,0.0,26.8,1016.0,0.88012,0.96414
