timestamp,ozone_pct,temperature_c,pressure_mbar,sample_v,ref_v
2025-12-14 15:46:41.063,0.13,20.9,1017.7,0.25704,0.28183
2025-12-14 15:46:51.136,0.13,20.9,1017.9,0.22746,0.24928
2025-12-14 15:47:01.133,0.14,20.9,1017.7,0.23562,0.2581
2025-12-14 15:47:11.112,0.14,20.9,1017.7,0.27238,0.29828
2025-12-14 15:47:21.203,0.14,21.0,1017.7,0.31189,0.34145
2025-12-14 15:47:31.181,0.14,21.0,1017.7,0.35449,0.38798
2025-12-14 15:47:41.176,0.14,21.2,1017.9,0.39655,0.43388
2025-12-14 15:47:51.096,0.14,21.4,1017.9,0.42894,0.4692
2025-12-14 15:48:01.146,0.14,21.4,1017.7,0.45818,0.50108
2025-12-14 15:48:11.083,0.14,21.4,1017.7,0.48595,0.53134
2025-12-14 15:48:21.071,0.14,21.4,1017.7,0.51195,0.55966
2025-12-14 15:48:31.075,0.14,21.4,1017.9,0.53607,0.5859
2025-12-14 15:48:41.075,0.14,21.4,1017.9,0.55823,0.60996
2025-12-14 15:48:51.079,0.15,21.4,1017.7,0.57801,0.6314
2025-12-14 15:49:01.075,0.15,21.4,1017.9,0.59482,0.64961
2025-12-14 15:49:11.086,0.15,21.4,1017.6,0.609,0.66505
2025-12-14 15:49:21.139,0.15,21.5,1017.9,0.62131,0.67847
2025-12-14 15:49:31.135,0.15,21.6,1017.7,0.63283,0.69106
2025-12-14 15:50:04.990,0.15,21.9,1017.9,0.65254,0.71253
2025-12-14 15:50:05.057,0.15,21.9,1017.7,0.65843,0.71896
2025-12-14 15:50:11.079,0.15,21.9,1017.6,0.66405,0.72515
2025-12-14 15:50:21.168,0.15,21.9,1017.6,0.66965,0.73128
2025-12-14 15:50:31.078,0.15,21.9,1017.5,0.67504,0.73719
2025-12-14 15:50:41.074,0.15,21.9,1017.6,0.68011,0.74275
2025-12-14 15:50:51.234,0.15,21.9,1017.5,0.68485,0.74796
2025-12-14 15:51:01.115,0.15,21.9,1017.6,0.68921,0.75275
