timestamp,esp_ts_ms,vessel_o3_pct,cell_temp_c,pressure_mbar,room_o3_ppm,vessel_temp_c,power_target,power_actual,wiper_v
2026-01-23 20:27:35.241000,9468,0.01,22.9,1022.0,0.0,-999.0,0,0.0,0.0
2026-01-23 20:27:37.241000,11468,0.01,22.9,1022.0,0.0,-999.0,0,0.0,0.0
2026-01-23 20:27:39.241000,13468,0.01,22.9,1022.0,0.0,-999.0,0,0.0,0.0
2026-01-23 20:27:41.241000,15468,0.01,22.9,1022.0,0.0,-999.0,0,0.0,0.0
2026-01-23 20:27:43.241000,17468,0.01,22.9,1022.0,0.0,-999.0,0,0.0,0.0
2026-01-23 20:27:45.241000,19468,0.01,22.9,1022.0,0.0,-999.0,0,0.0,0.0
2026-01-23 20:27:47.241000,21468,0.01,22.9,1022.0,0.0,-999.0,0,0.0,0.0
2026-01-23 20:27:49.241000,23468,0.01,22.9,1022.0,0.0,-999.0,0,0.0,0.0
2026-01-23 20:27:51.241000,25468,0.01,22.9,1021.9,0.0,-999.0,0,0.0,0.0
2026-01-23 20:27:53.241000,27468,0.01,22.9,1022.0,0.0,-999.0,0,0.0,0.0
2026-01-23 20:27:55.241000,29468,0.01,22.9,1022.0,0.0,-999.0,0,0.0,0.0
2026-01-23 20:27:57.241000,31468,0.01,22.9,1022.0,0.0,-999.0,0,0.0,0.0
2026-01-23 20:27:59.241000,33468,0.01,22.9,1022.0,0.0,-999.0,0,0.0,0.0
2026-01-23 20:28:01.241000,35468,0.01,22.9,1022.0,0.0,-999.0,0,0.0,0.0
2026-01-23 20:28:03.241000,37468,0.01,22.9,1022.0,0.0,-999.0,0,0.0,0.0
2026-01-23 20:28:05.241000,39468,0.01,22.9,1022.0,0.0,-999.0,0,0.0,0.0
2026-01-23 20:28:07.241000,41468,0.01,22.9,1022.0,0.0,-999.0,0,0.0,0.0
2026-01-23 20:28:09.241000,43468,0.01,23.0,1022.0,0.0,-999.0,0,0.0,0.0
2026-01-23 20:28:11.241000,45468,0.01,23.0,1022.0,0.0,-999.0,0,0.0,0.0
2026-01-23 20:28:13.241000,47468,0.01,23.0,1022.0,0.0,-999.0,0,0.0,0.0
2026-01-23 20:28:15.241000,49468,0.01,23.0,1022.0,0.0,-999.0,0,0.0,0.0
2026-01-23 20:28:17.241000,51468,0.01,23.1,1022.0,0.0,-999.0,0,0.0,0.0
